-18.849556	-0.000000
-18.661060	-0.010041
-18.472565	-0.019928
-18.284069	-0.029306
-18.095574	-0.037830
-17.907078	-0.045179
-17.718583	-0.051067
-17.530087	-0.055253
-17.341591	-0.057551
-17.153096	-0.057839
-16.964600	-0.056061
-16.776105	-0.052235
-16.587609	-0.046451
-16.399114	-0.038869
-16.210618	-0.029718
-16.022123	-0.019287
-15.833627	-0.007916
-15.645131	0.004013
-15.456636	0.016090
-15.268140	0.027887
-15.079645	0.038979
-14.891149	0.048953
-14.702654	0.057427
-14.514158	0.064060
-14.325663	0.068568
-14.137167	0.070736
-13.948671	0.070422
-13.760176	0.067570
-13.571680	0.062212
-13.383185	0.054469
-13.194689	0.044547
-13.006194	0.032737
-12.817698	0.019402
-12.629202	0.004972
-12.440707	-0.010074
-12.252211	-0.025221
-12.063716	-0.039934
-11.875220	-0.053677
-11.686725	-0.065931
-11.498229	-0.076212
-11.309734	-0.084092
-11.121238	-0.089209
-10.932742	-0.091288
-10.744247	-0.090149
-10.555751	-0.085719
-10.367256	-0.078036
-10.178760	-0.067253
-9.990265	-0.053635
-9.801769	-0.037557
-9.613274	-0.019492
-9.424778	0.000000
-9.236282	0.020288
-9.047787	0.040687
-8.859291	0.060482
-8.670796	0.078949
-8.482300	0.095377
-8.293805	0.109097
-8.105309	0.119500
-7.916813	0.126064
-7.728318	0.128374
-7.539822	0.126138
-7.351327	0.119204
-7.162831	0.107571
-6.974336	0.091396
-6.785840	0.070994
-6.597345	0.046840
-6.408849	0.019556
-6.220353	-0.010094
-6.031858	-0.041229
-5.843362	-0.072865
-5.654867	-0.103943
-5.466371	-0.133355
-5.277876	-0.159975
-5.089380	-0.182690
-4.900885	-0.200431
-4.712389	-0.212207
-4.523893	-0.217133
-4.335398	-0.214462
-4.146902	-0.203604
-3.958407	-0.184157
-3.769911	-0.155915
-3.581416	-0.118886
-3.392920	-0.073297
-3.204425	-0.019595
-3.015929	0.041557
-2.827433	0.109292
-2.638938	0.182556
-2.450442	0.260126
-2.261947	0.340642
-2.073451	0.422632
-1.884956	0.504551
-1.696460	0.584815
-1.507964	0.661837
-1.319469	0.734070
-1.130973	0.800043
-0.942478	0.858394
-0.753982	0.907909
-0.565487	0.947550
-0.376991	0.976481
-0.188496	0.994089
-0.000000	1.000000
0.188496	0.994089
0.376991	0.976481
0.565487	0.947550
0.753982	0.907909
0.942478	0.858394
1.130973	0.800043
1.319469	0.734070
1.507964	0.661837
1.696460	0.584815
1.884956	0.504551
2.073451	0.422632
2.261947	0.340642
2.450442	0.260126
2.638938	0.182556
2.827433	0.109292
3.015929	0.041557
3.204425	-0.019595
3.392920	-0.073297
3.581416	-0.118886
3.769911	-0.155915
3.958407	-0.184157
4.146902	-0.203604
4.335398	-0.214462
4.523893	-0.217133
4.712389	-0.212207
4.900885	-0.200431
5.089380	-0.182690
5.277876	-0.159975
5.466371	-0.133355
5.654867	-0.103943
5.843362	-0.072865
6.031858	-0.041229
6.220353	-0.010094
6.408849	0.019556
6.597345	0.046840
6.785840	0.070994
6.974336	0.091396
7.162831	0.107571
7.351327	0.119204
7.539822	0.126138
7.728318	0.128374
7.916813	0.126064
8.105309	0.119500
8.293805	0.109097
8.482300	0.095377
8.670796	0.078949
8.859291	0.060482
9.047787	0.040687
9.236282	0.020288
9.424778	0.000000
9.613274	-0.019492
9.801769	-0.037557
9.990265	-0.053635
10.178760	-0.067253
10.367256	-0.078036
10.555751	-0.085719
10.744247	-0.090149
10.932742	-0.091288
11.121238	-0.089209
11.309734	-0.084092
11.498229	-0.076212
11.686725	-0.065931
11.875220	-0.053677
12.063716	-0.039934
12.252211	-0.025221
12.440707	-0.010074
12.629202	0.004972
12.817698	0.019402
13.006194	0.032737
13.194689	0.044547
13.383185	0.054469
13.571680	0.062212
13.760176	0.067570
13.948671	0.070422
14.137167	0.070736
14.325663	0.068568
14.514158	0.064060
14.702654	0.057427
14.891149	0.048953
15.079645	0.038979
15.268140	0.027887
15.456636	0.016090
15.645131	0.004013
15.833627	-0.007916
16.022123	-0.019287
16.210618	-0.029718
16.399114	-0.038869
16.587609	-0.046451
16.776105	-0.052235
16.964600	-0.056061
17.153096	-0.057839
17.341591	-0.057551
17.530087	-0.055253
17.718583	-0.051067
17.907078	-0.045179
18.095574	-0.037830
18.284069	-0.029306
18.472565	-0.019928
18.661060	-0.010041
18.849556	-0.000000
